Device: cuda
Configuration: {'dataset': 'wco_l4_ifcb_pml', 'clip_model': 'ViT-B-16-quickgelu', 'clip_pretrained': 'openai', 'projection_dim': 128, 'image_size': 224, 'num_clients': 2000, 'client_frac': 0.01, 'rounds': 20, 'local_epochs': 5, 'batch_size': 128, 'lr': 0.0001, 'wd': 0.0001, 'grad_clip': 1.0, 'linear_lr': 0.001, 'linear_wd': 0.0001, 'linear_bs': 256, 'linear_epochs': 50, 'linear_patience': 10, 'dirichlet_alpha': 0.3, 'balanced_partition': False, 'normalization': 'imagenet', 'seed': 27, 'backbone_tag': 'clip_b16', 'run_name': 'clip_b16_2000C_1pct_seed27', 'verbose': False, 'progress_every': 20, 'eval_every': 0, 'save_test_embeddings': False, 'cpu': False, 'eval_datasets': ['wco_l4_ifcb_pml', 'syke_ifcb', 'syke_zooscan', 'plankto_share', 'daplankton_lab_ifcb', 'daplankton_lab_cs', 'daplankton_lab_fc'], 'tiny_root': './tiny', 'celeba_root': './celeba', 'device': device(type='cuda')}
Loading CLIP backbone (ViT-B-16-quickgelu, pretrained=openai)...
CLIP feature dim (mean-pool all 197 tokens, pre-proj): 768
Using Dirichlet alpha=0.3 for non-IID partition...
Using imbalanced Dirichlet partition
Starting federated unsupervised SimCLR (CLIP backbone)...

--- Round 1/20 ---
[wco_l4_ifcb_pml] Eval-only accuracy: 0.42%
Running unsupervised k-NN evaluation...
k-NN Top-1 accuracy: 77.69%
Running unsupervised clustering evaluation...
K-Means clustering accuracy (Hungarian matched): 27.66%
Silhouette score: 0.054
Prototype accuracy: 57.65%

>>> Evaluating on 'syke_ifcb' <<<
[syke_ifcb] Linear split: 30272 train, 7568 val, 12618 test
Linear Epoch 5: Train Loss=1.5087, Val Acc=64.50%
Linear Epoch 10: Train Loss=1.0592, Val Acc=73.59%
Linear Epoch 15: Train Loss=0.8554, Val Acc=78.13%
Linear Epoch 20: Train Loss=0.7386, Val Acc=80.71%
Linear Epoch 25: Train Loss=0.6639, Val Acc=82.17%
Linear Epoch 30: Train Loss=0.6119, Val Acc=83.18%
Linear Epoch 35: Train Loss=0.5730, Val Acc=83.96%
Linear Epoch 40: Train Loss=0.5454, Val Acc=84.65%
Linear Epoch 45: Train Loss=0.5243, Val Acc=85.39%
Linear Epoch 50: Train Loss=0.5076, Val Acc=85.54%
[syke_ifcb] Linear accuracy: 86.22% | Val accuracy: 85.54%
[syke_ifcb] Eval-only accuracy: 2.24%
Running unsupervised k-NN evaluation...
k-NN Top-1 accuracy: 87.96%
Running unsupervised clustering evaluation...
K-Means clustering accuracy (Hungarian matched): 28.74%
Silhouette score: 0.070
Prototype accuracy: 61.60%

>>> Evaluating on 'syke_zooscan' <<<
[syke_zooscan] Linear split: 10896 train, 2724 val, 4597 test
Linear Epoch 5: Train Loss=1.4357, Val Acc=59.47%
Linear Epoch 10: Train Loss=1.1588, Val Acc=70.04%
Linear Epoch 15: Train Loss=0.9867, Val Acc=75.77%
Linear Epoch 20: Train Loss=0.8692, Val Acc=78.19%
Linear Epoch 25: Train Loss=0.7843, Val Acc=79.74%
Linear Epoch 30: Train Loss=0.7185, Val Acc=81.09%
Linear Epoch 35: Train Loss=0.6697, Val Acc=82.31%
Linear Epoch 40: Train Loss=0.6259, Val Acc=83.66%
Linear Epoch 45: Train Loss=0.5917, Val Acc=84.51%
Linear Epoch 50: Train Loss=0.5627, Val Acc=84.88%
[syke_zooscan] Linear accuracy: 83.64% | Val accuracy: 84.88%
[syke_zooscan] Eval-only accuracy: 13.51%
Running unsupervised k-NN evaluation...
k-NN Top-1 accuracy: 87.60%
Running unsupervised clustering evaluation...
K-Means clustering accuracy (Hungarian matched): 28.71%
Silhouette score: 0.079
Prototype accuracy: 51.71%

>>> Evaluating on 'plankto_share' <<<
[plankto_share] Linear split: 25363 train, 6341 val, 10572 test
Linear Epoch 5: Train Loss=2.7304, Val Acc=36.68%
Linear Epoch 10: Train Loss=2.2077, Val Acc=46.13%
Linear Epoch 15: Train Loss=1.9389, Val Acc=50.83%
Linear Epoch 20: Train Loss=1.7863, Val Acc=53.64%
Linear Epoch 25: Train Loss=1.6821, Val Acc=55.39%
Linear Epoch 30: Train Loss=1.6078, Val Acc=56.65%
Linear Epoch 35: Train Loss=1.5560, Val Acc=57.53%
Linear Epoch 40: Train Loss=1.5113, Val Acc=58.02%
Linear Epoch 45: Train Loss=1.4772, Val Acc=58.93%
