Device: cuda
Configuration: {'dataset': 'wco_l4_ifcb_pml', 'dino_model': 'vit_base_patch16_dinov3', 'projection_dim': 128, 'image_size': 224, 'num_clients': 2000, 'client_frac': 0.05, 'rounds': 20, 'local_epochs': 5, 'batch_size': 128, 'lr': 0.0001, 'wd': 0.0001, 'grad_clip': 1.0, 'linear_lr': 0.001, 'linear_wd': 0.0001, 'linear_bs': 256, 'linear_epochs': 50, 'linear_patience': 10, 'dirichlet_alpha': 0.3, 'balanced_partition': False, 'normalization': 'imagenet', 'seed': 17, 'backbone_tag': 'dino_b16', 'run_name': 'dino_b16_2000C_5pct_seed17', 'verbose': False, 'progress_every': 20, 'eval_every': 0, 'save_test_embeddings': False, 'cpu': False, 'eval_datasets': ['wco_l4_ifcb_pml', 'syke_ifcb', 'syke_zooscan', 'plankto_share', 'daplankton_lab_ifcb', 'daplankton_lab_cs', 'daplankton_lab_fc'], 'tiny_root': './tiny', 'celeba_root': './celeba', 'device': device(type='cuda')}
Loading DINOv3 backbone (vit_base_patch16_dinov3)...
DINOv3 image feature dim: 768
Using Dirichlet alpha=0.3 for non-IID partition...
Using imbalanced Dirichlet partition
Starting federated unsupervised SimCLR (CLIP backbone)...

--- Round 1/20 ---
Client 1698: 3.4813
Client 877: 3.7979
Client 791: 3.7425
Client 1446: 3.6538
Client 93: 3.4738
Client 1094: 2.3394
Client 1146: 3.6813
Client 1067: 3.4886
Client 1942: 4.0385
Client 1568: 2.4326
Client 31: 2.9852
Client 48: 3.5873
Client 1287: 3.7804
Client 1108: 3.3133
Client 1549: 3.7233
Client 663: 3.3983
Client 1434: 3.8685
Client 1212: 3.5543
Client 658: 2.8999
Client 1661: 3.6027
Client 1603: 4.2006
Client 1364: 3.4225
Client 1812: 3.4954
Client 353: 3.5482
Client 1610: 3.7815
Client 733: 3.2678
Client 1199: 3.9723
Client 1246: 3.3651
Client 1352: 3.5181
Client 649: 3.3278
Client 1226: 3.3839
Client 488: 3.2379
Client 1691: 3.7701
Client 544: 2.9156
Client 1170: 3.6307
Client 906: 3.1012
Client 1890: 3.5787
Client 914: 2.9471
Client 226: 3.4996
Client 262: 3.3934
Client 1839: 3.1692
Client 281: 3.1044
Client 929: 3.4819
Client 1039: 3.3243
Client 313: 3.3617
Client 1471: 3.5444
Client 911: 3.3775
Client 1879: 3.3064
Client 1201: 3.4730
Client 14: 3.3371
Client 1821: 3.2910
Client 15: 3.2129
Client 354: 3.9595
Client 783: 3.7703
Client 769: 3.5739
Client 1346: 3.0770
Client 1432: 3.5283
Client 816: 3.9087
Client 203: 3.4153
Client 573: 3.8814
Client 392: 3.3152
Client 414: 4.1001
Client 288: 3.9093
Round avg loss: 3.4921 (Best: 3.4921)

--- Round 10/20 ---
Client 1459: 4.0751
Client 37: 2.8562
Client 1242: 3.2856
Client 1923: 3.7234
Client 1950: 3.5780
Client 958: 3.0642
Client 669: 3.8250
Client 307: 3.5124
Client 974: 3.1351
Client 452: 3.1831
Client 1970: 3.3755
Client 864: 3.4172
Client 1433: 3.6771
Client 740: 3.4856
Client 535: 3.3946
Client 1455: 3.9388
Client 1492: 3.1667
